"timestamp","container","database","duration_ms","query_type","is_cross_shard","query_preview"
"2025-10-04 01:13:45.888","neo4j-forums","forums","5","Unknown","False","WITH $`@@otherPersonIds` AS `otherPersonIds`"
"2025-10-04 01:13:45.892","neo4j-forums","forums","2","Unknown","False","WITH $`@@friendIds` AS `friendIds`"
"2025-10-04 01:13:45.926","neo4j-forums","forums","1","Unknown","False","WITH $`@@friendIds` AS `friendIds`"
"2025-10-04 01:13:45.952","neo4j-forums","forums","1","Unknown","False","WITH $`@@otherPersonIds` AS `otherPersonIds`"
"2025-10-04 01:13:45.982","neo4j-forums","forums","1","Unknown","False","WITH $`@@friendIds` AS `friendIds`"
"2025-10-04 01:13:45.986","neo4j-forums","forums","5","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:45.991","neo4j-forums","forums","9","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.002","neo4j-forums","forums","7","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.009","neo4j-forums","forums","13","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.021","neo4j-forums","forums","10","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.022","neo4j-forums","forums","6","Unknown","False","WITH $`@@friendIds` AS `friendIds`"
"2025-10-04 01:13:46.024","neo4j-forums","forums","12","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.035","neo4j-forums","forums","9","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.042","neo4j-forums","forums","16","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.051","neo4j-forums","forums","2","Unknown","False","WITH $`@@otherPersonIds` AS `otherPersonIds`"
"2025-10-04 01:13:46.063","neo4j-forums","forums","19","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.066","neo4j-forums","forums","22","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.075","neo4j-forums","forums","7","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.079","neo4j-forums","forums","10","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.086","neo4j-forums","forums","5","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.090","neo4j-forums","forums","9","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.094","neo4j-forums","forums","1","Unknown","False","WITH $`@@friendIds` AS `friendIds`"
"2025-10-04 01:13:46.095","neo4j-forums","forums","3","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.100","neo4j-forums","forums","8","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.109","neo4j-forums","forums","6","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.113","neo4j-forums","forums","8","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.118","neo4j-forums","forums","3","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.124","neo4j-forums","forums","9","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.140","neo4j-forums","forums","13","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.143","neo4j-forums","forums","16","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.147","neo4j-forums","forums","1","Unknown","False","WITH $`@@friendIds` AS `friendIds`"
"2025-10-04 01:13:46.149","neo4j-forums","forums","4","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.154","neo4j-forums","forums","8","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.162","neo4j-forums","forums","6","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.169","neo4j-forums","forums","12","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.174","neo4j-forums","forums","3","Unknown","False","WITH $`@@otherPersonIds` AS `otherPersonIds`"
"2025-10-04 01:13:46.177","neo4j-forums","forums","6","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.181","neo4j-forums","forums","9","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.190","neo4j-forums","forums","7","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.196","neo4j-forums","forums","11","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.200","neo4j-forums","forums","1","Unknown","False","WITH $`@@friendIds` AS `friendIds`"
"2025-10-04 01:13:46.205","neo4j-forums","forums","7","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.211","neo4j-forums","forums","5","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
"2025-10-04 01:13:46.215","neo4j-forums","forums","8","Unknown","False","WITH $`@@friendId` AS `friendId`, $`@@startPersonId` AS `startPersonId`"
